transacao_id;data_hora;cliente_id;categoria;valor_venda;estado;status;detalhes_acesso
1028;2026-01-01 06:45:00;C022;Livros;316.82;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1029;2026-01-01 07:00:00;C089;Livros;126.2;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1030;2026-01-01 07:15:00;C049;Moda;948.4;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1031;2026-01-01 07:30:00;C091;Eletrônicos;;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1032;2026-01-01 07:45:00;C059;Casa;452.17;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1033;2026-01-01 08:00:00;C042;Esportes;55.54;RS;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1034;2026-01-01 08:15:00;C092;Casa;515.15;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1035;2026-01-01 08:30:00;C060;Casa;;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1036;2026-01-01 08:45:00;C080;Moda;186.9;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1037;2026-01-01 09:00:00;C015;Livros;253.01;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1038;2026-01-01 09:15:00;C062;Eletrônicos;381.84;BA;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1039;2026-01-01 09:30:00;C062;Moda;68.04;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1040;2026-01-01 09:45:00;C047;Moda;194.57;RS;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1041;2026-01-01 10:00:00;C062;Moda;147.15;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1042;2026-01-01 10:15:00;C051;Eletrônicos;59.57;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1043;2026-01-01 10:30:00;C055;Eletrônicos;134.53;MG;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1044;2026-01-01 10:45:00;C064;Casa;37.65;MG;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1045;2026-01-01 11:00:00;C003;Moda;26.54;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1046;2026-01-01 11:15:00;C051;Casa;56.3;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1047;2026-01-01 11:30:00;C007;Eletrônicos;844.99;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1048;2026-01-01 11:45:00;C021;Moda;219.37;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1049;2026-01-01 12:00:00;C073;Moda;864.04;BA;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1050;2026-01-01 12:15:00;C039;Eletrônicos;161.63;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1051;2026-01-01 12:30:00;C018;Moda;113.42;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1052;2026-01-01 12:45:00;C004;Eletrônicos;196.38;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1053;2026-01-01 13:00:00;C089;Eletrônicos;;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1054;2026-01-01 13:15:00;C060;Esportes;47.92;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1055;2026-01-01 13:30:00;C014;Moda;275.99;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1056;2026-01-01 13:45:00;C009;Livros;80.85;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1057;2026-01-01 14:00:00;C090;Moda;261.63;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1058;2026-01-01 14:15:00;C053;Casa;282.6;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1059;2026-01-01 14:30:00;C002;Livros;61.23;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1060;2026-01-01 14:45:00;C084;Casa;35.83;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1061;2026-01-01 15:00:00;C092;Moda;399.4;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1062;2026-01-01 15:15:00;C060;Moda;173.95;SP;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1063;2026-01-01 15:30:00;C071;Moda;34.98;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1064;2026-01-01 15:45:00;C044;Esportes;1337.98;BA;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1065;2026-01-01 16:00:00;C008;Livros;34.88;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1066;2026-01-01 16:15:00;C047;Esportes;316.89;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1067;2026-01-01 16:30:00;C035;Eletrônicos;1048.82;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1068;2026-01-01 16:45:00;C078;Casa;88.34;MG;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1069;2026-01-01 17:00:00;C081;Esportes;58.36;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1070;2026-01-01 17:15:00;C036;Eletrônicos;52.35;BA;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1071;2026-01-01 17:30:00;C050;Eletrônicos;110.34;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1072;2026-01-01 17:45:00;C004;Casa;46.63;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1073;2026-01-01 18:00:00;C002;Casa;314.54;BA;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1074;2026-01-01 18:15:00;C006;Livros;36.08;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1075;2026-01-01 18:30:00;C054;Eletrônicos;198.04;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1076;2026-01-01 18:45:00;C004;Livros;1448.22;MG;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1077;2026-01-01 19:00:00;C054;Eletrônicos;440.46;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1078;2026-01-01 19:15:00;C093;Eletrônicos;258.77;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1079;2026-01-01 19:30:00;C063;Eletrônicos;111.41;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1080;2026-01-01 19:45:00;C018;Livros;264.47;RS;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1081;2026-01-01 20:00:00;C090;Casa;207.19;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1082;2026-01-01 20:15:00;C044;Moda;158.82;BA;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1083;2026-01-01 20:30:00;C034;Moda;55.02;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1084;2026-01-01 20:45:00;C074;Livros;564.22;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1085;2026-01-01 21:00:00;C062;Moda;169.36;PE;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1086;2026-01-01 21:15:00;C100;Livros;74.11;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1087;2026-01-01 21:30:00;C014;Moda;134.62;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1088;2026-01-01 21:45:00;C095;Moda;153.66;SP;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1089;2026-01-01 22:00:00;C048;Moda;459.39;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1090;2026-01-01 22:15:00;C015;Moda;350.7;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1091;2026-01-01 22:30:00;C072;Casa;386.66;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1092;2026-01-01 22:45:00;C078;Moda;22.77;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1093;2026-01-01 23:00:00;C087;Eletrônicos;154.53;BA;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1094;2026-01-01 23:15:00;C062;Livros;184.13;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1095;2026-01-01 23:30:00;C040;Moda;24.84;RJ;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1096;2026-01-01 23:45:00;C085;Moda;95.21;MG;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1097;2026-01-02 00:00:00;C080;Esportes;377.08;PE;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1098;2026-01-02 00:15:00;C082;Casa;56.87;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1099;2026-01-02 00:30:00;C053;Eletrônicos;211.6;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1100;2026-01-02 00:45:00;C024;Esportes;80.58;RJ;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1101;2026-01-02 01:00:00;C026;Casa;23.05;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1102;2026-01-02 01:15:00;C089;Moda;89.0;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1103;2026-01-02 01:30:00;C060;Eletrônicos;951.11;PE;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1104;2026-01-02 01:45:00;C041;Livros;424.29;PR;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1105;2026-01-02 02:00:00;C029;Casa;822.09;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1106;2026-01-02 02:15:00;C015;Moda;187.29;SP;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1107;2026-01-02 02:30:00;C045;Livros;49.06;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1108;2026-01-02 02:45:00;C065;Livros;218.5;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1109;2026-01-02 03:00:00;C089;Eletrônicos;171.46;PE;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1110;2026-01-02 03:15:00;C071;Moda;485.05;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1111;2026-01-02 03:30:00;C009;Eletrônicos;45.81;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1112;2026-01-02 03:45:00;C088;Casa;187.48;BA;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1113;2026-01-02 04:00:00;C001;Eletrônicos;60.64;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1114;2026-01-02 04:15:00;C008;Casa;118.14;MG;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1115;2026-01-02 04:30:00;C088;Livros;354.24;PR;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1116;2026-01-02 04:45:00;C063;Livros;181.57;RS;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1117;2026-01-02 05:00:00;C011;Moda;137.86;PR;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1118;2026-01-02 05:15:00;C081;Livros;145.42;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1119;2026-01-02 05:30:00;C008;Eletrônicos;173.79;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1120;2026-01-02 05:45:00;C035;Livros;404.3;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1121;2026-01-02 06:00:00;C035;Eletrônicos;576.6;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1122;2026-01-02 06:15:00;C033;Moda;797.14;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1123;2026-01-02 06:30:00;C005;Livros;406.5;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1124;2026-01-02 06:45:00;C041;Eletrônicos;114.73;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1125;2026-01-02 07:00:00;C028;Eletrônicos;311.3;PE;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1126;2026-01-02 07:15:00;C007;Casa;163.89;SP;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1127;2026-01-02 07:30:00;C073;Casa;93.48;PR;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1128;2026-01-02 07:45:00;C072;Casa;479.51;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1129;2026-01-02 08:00:00;C012;Casa;29.8;MG;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1130;2026-01-02 08:15:00;C034;Moda;600.09;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1131;2026-01-02 08:30:00;C033;Moda;174.73;MG;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1132;2026-01-02 08:45:00;C048;Moda;273.48;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1133;2026-01-02 09:00:00;C023;Eletrônicos;289.23;SP;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1134;2026-01-02 09:15:00;C062;Esportes;583.73;PR;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1135;2026-01-02 09:30:00;C088;Casa;273.11;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1136;2026-01-02 09:45:00;C037;Moda;257.94;RJ;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1137;2026-01-02 10:00:00;C099;Moda;;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1138;2026-01-02 10:15:00;C044;Esportes;202.66;PR;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1139;2026-01-02 10:30:00;C086;Eletrônicos;60.68;PE;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1140;2026-01-02 10:45:00;C091;Casa;354.31;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1141;2026-01-02 11:00:00;C035;Moda;199.47;PE;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1142;2026-01-02 11:15:00;C065;Casa;305.04;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1143;2026-01-02 11:30:00;C099;Eletrônicos;30.64;RJ;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1144;2026-01-02 11:45:00;C047;Livros;42.15;RS;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1145;2026-01-02 12:00:00;C078;Esportes;334.98;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1146;2026-01-02 12:15:00;C003;Casa;38.7;SP;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1147;2026-01-02 12:30:00;C001;Casa;38.48;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1148;2026-01-02 12:45:00;C005;Esportes;23.05;PR;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1149;2026-01-02 13:00:00;C090;Casa;803.76;RS;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1150;2026-01-02 13:15:00;C014;Eletrônicos;354.38;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1151;2026-01-02 13:30:00;C027;Casa;128.95;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1152;2026-01-02 13:45:00;C009;Casa;107.93;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1153;2026-01-02 14:00:00;C079;Moda;;RS;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1154;2026-01-02 14:15:00;C015;Casa;392.53;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1155;2026-01-02 14:30:00;C090;Esportes;290.71;SP;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1156;2026-01-02 14:45:00;C042;Esportes;71.2;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1157;2026-01-02 15:00:00;C077;Moda;67.82;MG;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1158;2026-01-02 15:15:00;C051;Eletrônicos;45.89;RJ;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1159;2026-01-02 15:30:00;C063;Esportes;289.93;RS;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1160;2026-01-02 15:45:00;C096;Livros;381.38;PE;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1161;2026-01-02 16:00:00;C052;Eletrônicos;96.99;RJ;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1162;2026-01-02 16:15:00;C096;Esportes;25.29;SP;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1163;2026-01-02 16:30:00;C004;Livros;41.44;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1164;2026-01-02 16:45:00;C094;Moda;879.41;SP;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1165;2026-01-02 17:00:00;C023;Casa;107.55;RJ;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1166;2026-01-02 17:15:00;C015;Moda;386.58;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1167;2026-01-02 17:30:00;C043;Eletrônicos;264.98;PR;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1168;2026-01-02 17:45:00;C029;Moda;140.29;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1169;2026-01-02 18:00:00;C036;Livros;77.57;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1170;2026-01-02 18:15:00;C013;Eletrônicos;52.35;PR;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1171;2026-01-02 18:30:00;C032;Moda;258.64;PR;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1172;2026-01-02 18:45:00;C071;Moda;392.51;RS;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1173;2026-01-02 19:00:00;C059;Moda;278.14;PE;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1174;2026-01-02 19:15:00;C086;Esportes;208.92;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1175;2026-01-02 19:30:00;C028;Moda;30.71;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1176;2026-01-02 19:45:00;C066;Moda;884.35;MG;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1177;2026-01-02 20:00:00;C042;Casa;420.76;MG;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1178;2026-01-02 20:15:00;C045;Moda;106.62;SP;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1179;2026-01-02 20:30:00;C062;Eletrônicos;997.64;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1180;2026-01-02 20:45:00;C057;Moda;250.25;PE;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1181;2026-01-02 21:00:00;C006;Eletrônicos;238.32;RS;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1182;2026-01-02 21:15:00;C028;Eletrônicos;364.65;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1183;2026-01-02 21:30:00;C028;Moda;437.52;BA;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1184;2026-01-02 21:45:00;C044;Moda;287.13;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1185;2026-01-02 22:00:00;C084;Esportes;54.27;SP;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1186;2026-01-02 22:15:00;C030;Moda;123.22;PE;Pendente;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1187;2026-01-02 22:30:00;C062;Casa;678.06;PE;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1188;2026-01-02 22:45:00;C075;Casa;83.6;SP;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1189;2026-01-02 23:00:00;C092;Eletrônicos;136.37;BA;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1190;2026-01-02 23:15:00;C089;Casa;161.44;RJ;Pendente;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1191;2026-01-02 23:30:00;C062;Eletrônicos;164.69;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1192;2026-01-02 23:45:00;C097;Esportes;257.29;SP;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1193;2026-01-03 00:00:00;C001;Eletrônicos;736.51;RJ;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1194;2026-01-03 00:15:00;C027;Moda;88.84;PR;Cancelado;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1195;2026-01-03 00:30:00;C062;Eletrônicos;52.39;RS;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1196;2026-01-03 00:45:00;C077;Esportes;75.0;RS;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1197;2026-01-03 01:00:00;C003;Moda;564.93;SP;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1198;2026-01-03 01:15:00;C070;Casa;279.48;MG;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1199;2026-01-03 01:30:00;C072;Eletrônicos;104.19;BA;Concluído;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1200;2026-01-03 01:45:00;C027;Casa;443.13;SP;Pendente;"{""sistema"": ""iOS"", ""versao_app"": ""2.2""}"
1201;2026-01-03 02:00:00;C009;Eletrônicos;513.99;RJ;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1202;2026-01-03 02:15:00;C062;Livros;488.54;BA;Cancelado;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1203;2026-01-03 02:30:00;C037;Eletrônicos;648.1;MG;Concluído;"{""sistema"": ""Web"", ""versao_app"": ""N/A""}"
1204;2026-01-03 02:45:00;C097;Eletrônicos;92.67;RJ;Cancelado;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
1205;2026-01-03 03:00:00;C051;Eletrônicos;371.67;PE;Concluído;"{""sistema"": ""Android"", ""versao_app"": ""2.1""}"
